숙소번호,업소명,업종명,서비스대상구분,소재지도로명주소,지역코드,객실수,등급
S1149,하이얀(Hiyan),민박,외국인,서울특별시 종로구 지봉로13가길 30  1층(창신동),A01,1,
S1150,하하홈스테이,민박,외국인,서울특별시 중구 만리재로33길 21  101동 801호 (만리동1가  LIG서울역리가),A01,2,
S1151,한강,민박,외국인,서울특별시 강남구 강남대로146길 7-12  6층 (논현동  제이 빌),A01,1,
S1152,한강 게스트하우스,민박,외국인,서울특별시 마포구 마포대로4길 120-39  지하1층 (마포동),A01,1,
S1153,한강 레지던스 앤 게스트하우스,민박,외국인,서울특별시 마포구 마포대로4길 120-39  3층 (마포동),A01,1,
S1154,한강관광호텔,관광호텔업,제한없음,아차산로78길 147 (광장동),A01,116,
S1155,한소레지던스 서울,민박,외국인,서울특별시 중구 만리재로35길 47-3  2~4층 (중림동),A01,6,
S1156,한솔호스텔,호스텔업,제한없음,강남구 논현로 716(논현동),A01,15,
S1157,한스하우스(Hans house),민박,외국인,서울특별시 종로구 자하문로1다길 20 (체부동),A01,3,
S1158,한쓰게스트하우스,민박,외국인,서울특별시 강남구 학동로77길 49  101동 810호 (청담동  삼환아파트),A01,1,
S1159,합정-361 게스트하우스,민박,외국인,서울특별시 마포구 독막로6길 34  1층 (합정동),A01,2,
S1160,해담채스테이,관광호텔업,제한없음,곰달래로 70-1(화곡동),A01,51,
S1161,해리티지,민박,외국인,서울특별시 마포구 연남로1길 41  1층 (연남동),A01,2,
S1162,해모로하우스,민박,외국인,서울특별시 송파구 오금로 126  903호 (송파동  레이크 해모로),A01,1,
S1163,해밀,민박,외국인,서울특별시 마포구 동교로46길 30  지하101호 (연남동),A01,1,
S1164,해밀2,민박,외국인,서울특별시 마포구 동교로46길 30  1층 (연남동),A01,2,
S1165,해밀3,민박,외국인,서울특별시 마포구 동교로46길 30  2층 (연남동),A01,2,
S1166,해피가든,민박,외국인,서울특별시 중구 퇴계로20길 50-10  1~3층 (남산동2가),A01,5,
S1167,해피비니하우스,펜션,외국인,서울특별시 도봉구 노해로63다길 34  103-1203 (창동  동아그린아파트),A01,1,
S1168,해피투게더,민박,외국인,서울특별시 강남구 압구정로28길 22-6  2층 (신사동),A01,4,
S1169,해피트리 게스트하우스 2호점,민박,외국인,서울특별시 마포구 와우산로29다길 15  202호 (서교동),A01,2,
S1170,해피하우스,민박,외국인,서울특별시 강북구 삼양로27길19  217동404호,A01,1,
S1171,해피하우스,민박,외국인,서울특별시 마포구 동교로41길 15  B동 202호 (연남동  서진빌라),A01,2,
S1172,핸드픽트호텔.서울,관광호텔업,제한없음, 상도로 120 (상도동),A01,43,
S1173,행당역홈스테이,민박,외국인,서울특별시 성동구 행당로 82  121동 1802호 (행당동  행당한진타운),A01,2,
S1174,허니비즈하우스,민박,외국인,서울특별시 마포구 신촌로2안길 40  102호 (동교동),A01,3,
S1175,허니워니 게스트하우스,민박,외국인,서울특별시 마포구 신촌로2안길 28  동교동다가구주택 302호 (동교동),A01,1,
S1176,헤이마 게스트하우스,민박,외국인,서울특별시 마포구 와우산로29마길 15-7  1층 (서교동),A01,5,
S1177,헤이마 게스트하우스2,민박,외국인,서울특별시 마포구 와우산로29마길 15-7  2층 (서교동),A01,3,
S1178,헬레나 홈스테이,민박,외국인,서울특별시 강남구 봉은사로43길 21-1  402호 (논현동  청비빌라트),A01,2,
S1179,헬로 스트레인져 게스트하우스,민박,외국인,서울특별시 마포구 성미산로22길 24 (연남동),A01,6,
S1180,헬로우 서촌,민박,외국인,서울특별시 종로구 자하문로7길 27-2 (체부동),A01,3,
S1181,헬로월드 게스트하우스,민박,외국인,서울특별시 마포구 성미산로32길 20-7  2층 (연남동),A01,2,
S1182,현희하우스,민박,외국인,서울특별시 강남구 영동대로 602  2002호 (삼성동  삼성동 미켈란 107),A01,1,
S1183,호 홈텔,민박,외국인,서울특별시 마포구 월드컵로10길 5-5  3층 (서교동),A01,2,
S1184,호스텔 27,호스텔업,제한없음,자동차시장1길 27(용답동),A01,27,
S1185,호스텔 더 스타일,호스텔업,제한없음, 동교로 217 (동교동),A01,8,
S1186,호스텔 데이,호스텔업,제한없음,창경궁로 224  2~3(명륜4가),A01,14,
S1187,호스텔 클로이,호스텔업,제한없음, 종로16길 32-4 (관철동),A01,18,
S1188,호스텔 하루,호스텔업,제한없음, 청계천로 61  11 12(관철동),A01,13,
S1189,호스텔코리아,호스텔업,제한없음, 돈화문로 85 (와룡동),A01,30,
S1190,호스텔코리아 10호점,호스텔업,제한없음, 종로 382  2 (숭인동),A01,9,
S1191,호인하우스,민박,외국인,서울특별시 강남구 영동대로 602  902호 (삼성동  삼성동 미켈란 107),A01,1,
S1192,호텔 G,관광호텔업,제한없음,강남구 학동로 141(논현동),A01,51,
S1193,호텔 PJ,관광호텔업,제한없음,  마른내로 71,A01,272,
S1194,호텔 그라모스,관광호텔업,제한없음,강남구 테헤란로33길 6-5(역삼동),A01,42,
S1195,호텔 노스탈자,관광호텔업,제한없음,화곡로 354-3(화곡동),A01,62,
S1196,호텔 더 디자이너스 동대문,관광호텔업,제한없음,퇴계로 306 ,A01,99,
S1197,호텔 더 디자이너스 리즈 강남 프리미어,관광호텔업,제한없음,강남구 봉은사로 113(논현동),A01,171,
S1198,호텔 더 디자이너스 삼성,관광호텔업,제한없음,강남구 테헤란로79길 7  9(삼성동),A01,90,
S1199,호텔 더 디자이너스 홍대,관광호텔업,제한없음, 양화로 86 (서교동),A01,80,
S1200,호텔 데님,관광호텔업,제한없음,강남구 논현로 66(개포동),A01,88,
S1201,호텔 도마,관광호텔업,제한없음, 퇴계로 216,A01,51,
S1202,호텔 디 아티스트 역삼,관광호텔업,제한없음,강남구 테헤란로29길 11(역삼동),A01,50,
S1203,호텔 디아망,관광호텔업,제한없음,남부순환로 190(외발산동),A01,48,
S1204,호텔 디오레,관광호텔업,제한없음, 동교로 162-7 (서교동),A01,38,
S1205,호텔 롯데,관광호텔업,제한없음,을지로30,A01,1151,
S1206,호텔 리츠칼튼서울,관광호텔업,제한없음,강남구 봉은사로 120(역삼동),A01,374,
S1207,호텔 베르누이,관광호텔업,제한없음,경인로 229(오류동),A01,397,
S1208,호텔 부티크나인,관광호텔업,제한없음,왕산로 28 (신설동),A01,91,
S1209,호텔 비즈,관광호텔업,제한없음,  창경궁로 20 ,A01,181,
S1210,호텔 선샤인,관광호텔업,제한없음,강남구 도산대로 205(신사동),A01,111,
S1211,호텔 소설,관광호텔업,제한없음, 반포대로14길53(서초동),A01,52,
S1212,호텔 소울하다,관광호텔업,제한없음,강남구 테헤란로10길 5(역삼동),A01,46,
S1213,호텔 스카이파크 센트럴 명동점,관광호텔업,제한없음,명동9길 16 ,A01,312,
S1214,호텔 스카이파크3,관광호텔업,제한없음, 퇴계로 139,A01,136,
S1215,호텔 신라스테이 역삼,관광호텔업,제한없음,강남구 언주로 517(역삼동),A01,306,
S1216,호텔 아띠(ATTI),관광호텔업,제한없음,성수이로 96(성수동2가),A01,80,
S1217,호텔 아트리움,관광호텔업,제한없음,창경궁로 106(인의동),A01,139,
S1218,호텔 엘루이,관광호텔업,제한없음,강남구 도산대로 551(청담동),A01,139,
S1219,호텔 엘르인,관광호텔업,제한없음,한강대로71길 24 (갈월동),A01,54,
S1220,호텔 이노스테이,관광호텔업,제한없음,천호대로 302(용답동),A01,54,
S1221,호텔 이비스앰배서더 인사동,관광호텔업,제한없음, 삼일대로30길 31 (익선동),A01,363,
S1222,호텔 자이언트,관광호텔업,제한없음,강남구 봉은사로 459(삼성동),A01,52,
S1223,호텔 지엠에스[HOTEL GMS],관광호텔업,제한없음,경인로 867(영등포동3가  GMS호텔),A01,159,
S1224,호텔 카푸치노,관광호텔업,제한없음,강남구 봉은사로 155(논현동),A01,141,
S1225,호텔 컬리넌 건대,관광호텔업,제한없음,동일로 212 (군자동),A01,55,
S1226,호텔 컬리넌 역삼,관광호텔업,제한없음,강남구 언주로87길 11(역삼동),A01,54,
S1227,호텔 크레토,관광호텔업,제한없음, 명동8가길 53,A01,35,
S1228,호텔 파레스,관광호텔업,제한없음,  퇴계로8길 13 ,A01,52,
S1229,호텔 파크뷰,소형호텔업,제한없음,필동로8길 77,A01,25,
S1230,호텔 페이토,관광호텔업,제한없음, 강남대로259(서초동),A01,201,
S1231,호텔 페이토 삼성,관광호텔업,제한없음,강남구 테헤란로87길 9(삼성동),A01,163,
S1232,호텔 포레힐,관광호텔업,제한없음,강남구 학동로 117(논현동),A01,82,
S1233,호텔 프리마,관광호텔업,제한없음,강남구 도산대로 536(청담동),A01,120,
S1234,호텔28,관광호텔업,제한없음,명동7길 13,A01,83,
S1235,호텔더디자이너스건대,관광호텔업,제한없음,천호대로 521 (중곡동),A01,75,
S1236,호텔롯데 엘세븐명동,관광호텔업,제한없음,퇴계로 137,A01,251,
S1237,호텔리베라서울,관광호텔업,제한없음,강남구 영동대로 737(청담동),A01,319,
S1238,호텔마누,관광호텔업,제한없음,  퇴계로 19,A01,90,
S1239,호텔베뉴지,관광호텔업,제한없음, 청계천로 117 (관수동),A01,163,
S1240,호텔빅토리아,관광호텔업,제한없음,도봉로 16,A01,112,
S1241,호텔센트로,관광호텔업,제한없음, 효령로55길39(서초동),A01,94,
S1242,호텔스카이파크 킹스타운 동대문지점,가족호텔업,제한없음,장충단로13길 20,A01,408,
S1243,호텔스카이파크명동Ⅱ,관광호텔업,제한없음,명동9길 22,A01,131,
S1244,호텔신라,관광호텔업,제한없음,  동호로 249 ,A01,464,
S1245,호텔아로파,관광호텔업,제한없음,  세종대로16길 22 ,A01,90,
S1246,호텔아카데미하우스,관광호텔업,제한없음,4.19로 135,A01,52,
S1247,호텔아카시아,관광호텔업,제한없음,  동호로 360,A01,134,
S1248,호텔야자,관광호텔업,제한없음,잔다리로 67 (서교동),A01,42,
S1249,호텔에스,관광호텔업,제한없음,곰달래로 108(화곡동),A01,88,
S1250,호텔인피니,관광호텔업,제한없음,백제고분로 268,A01,40,
S1251,호텔조커Ⅰ,소형호텔업,제한없음,양산로1길 3-1(양평동3가) ,A01,27,
S1252,호텔조커Ⅱ,소형호텔업,제한없음,양산로1길 5(양평동3가),A01,27,
S1253,호텔컬리넌 도선,관광호텔업,제한없음,무학로2길 47(도선동),A01,70,
S1254,홀리데이 게스트하우스,민박,외국인,서울특별시 마포구 양화로16길 18  401호 (서교동),A01,3,
S1255,홀리데이 인 서울 성북,관광호텔업,제한없음,종암로 123 (종암동),A01,128,
S1256,홀리데이 인 익스프레스 서울 을지로,관광호텔업,제한없음, 수표로 61,A01,224,
S1257,홀리하우스,민박,외국인,서울특별시 강남구 언주로138길 18  103호 (논현동),A01,3,
S1258,홈 스테이,민박,외국인,서울특별시 성동구 살곶이길 50  102동 1703호 (마장동  현대아파트),A01,1,
S1259,홈스테이 마마하우스,민박,외국인,서울특별시 중구 퇴계로 217 (충무로4가),A01,3,
S1260,홈스테이니어강남코엑스,민박,외국인,서울특별시 강남구 개포로 516  708동 701호 (개포동  주공아파트),A01,1,
S1261,홍 게스트하우스,민박,외국인,서울특별시 중구 을지로 284-4 (을지로7가),A01,6,
S1262,홍대 게스트하우스 Hi :Dear,민박,외국인,서울특별시 마포구 양화로6길 76  4층 (합정동),A01,3,
S1263,홍대 민 하우스,민박,외국인,서울특별시 마포구 동교로 220-5  202호 (동교동),A01,1,
S1264,홍대 쉐프 게스트하우스,민박,외국인,서울특별시 마포구 성지길 36-20  1~2층 (합정동),A01,3,
S1265,홍대 올리브 게스트하우스,민박,외국인,서울특별시 마포구 월드컵북로5길 50  1 2층 (서교동),A01,5,
S1266,홍대 패밀리 하우스텔 2,민박,외국인,서울특별시 마포구 월드컵북로6길 53-11  401호 (연남동),A01,2,
S1267,홍대 하우스,민박,외국인,서울특별시 마포구 독막로12길 13  나동 202호 (당인동),A01,2,
S1268,홍대게스트하우스,민박,외국인,서울특별시 마포구 연희로1길 40 (동교동),A01,2,
S1269,홍대게스트하우스 마마스앤파파스,민박,외국인,서울특별시 마포구 어울마당로 47  5층 (서교동),A01,5,
S1270,홍대스타일 게스트하우스,민박,외국인,서울특별시 마포구 월드컵북로4길 23-3 (동교동),A01,6,
S1271,홍시게스트하우스,민박,외국인,서울특별시 마포구 양화로23길 4-5  202호 (동교동),A01,2,
S1272,홍시주택,민박,외국인,서울특별시 마포구 독막로19길 42-14  202호 (상수동),A01,1,
S1273,화가의 집,민박,외국인,서울특별시 강남구 논현로175길 59-4  4 5층 (신사동  의봉빌딩),A01,2,
S1274,화웬하우스1,민박,외국인,서울특별시 마포구 월드컵북로6길 19-6  1층 (연남동),A01,3,
S1275,화웬하우스2,민박,외국인,서울특별시 마포구 월드컵북로6길 19-6  지1층 (연남동),A01,1,
S1276,화웬하우스3,민박,외국인,서울특별시 마포구 와우산로29나길 12  1층 (서교동),A01,3,
S1277,화웬하우스4,민박,외국인,서울특별시 마포구 와우산로29나길 12  2층 (서교동),A01,3,
S1278,화이트테일,민박,외국인,서울특별시 마포구 동교로38안길 8-1 (연남동),A01,7,
S1279,회랑정,민박,외국인,서울특별시 강서구 공항대로53나길 6-9  502호 (등촌동  회랑정),A01,1,
S1280,훙하우스,민박,외국인,서울특별시 강남구 강남대로128길 65 (논현동  RICH VILL),A01,2,
S1281,훤 게스트하우스,민박,외국인,서울특별시 마포구 연남로3길 22-15  201호 (연남동),A01,4,
S1282,휴휴당게스트하우스,민박,외국인,서울특별시 관악구 난곡로 167  101동 103호 (신림동  임광관악파크아파트),A01,3,
S1283,히토미,민박,외국인,서울특별시 은평구 서오릉로 258  102동 202호 (갈현동  우남아파트),A01,2,
S1284,힐탑 관광호텔,관광호텔업,제한없음,강남구 논현로 647(논현동),A01,57,
S1285,1872,민박,제한없음,부산광역시기장군일광면학리2길22,B01,3,
S1286,(유)관광호텔미라보,관광호텔업,제한없음,부산광역시 연제구 중앙대로 1121,B01,34,
S1287,(주)국제관광호텔,관광호텔업,제한없음,부산광역시 동구 범일로90번길 17 (범일동),B01,134,
S1288,(주)라메르관광호텔,관광호텔업,제한없음,부산광역시 동구 조방로34번길 9 (범일동),B01,40,
S1289,(주)부산롯데호텔,관광호텔업,제한없음,부산광역시 부산진구 가야대로 772 (부전동),B01,650,
S1290,(주)장연다이아몬드호텔,관광호텔업,제한없음,부산광역시 연제구 월드컵대로164번길 26,B01,78,
S1291,(주)캐슬비치관광호텔,관광호텔업,제한없음,부산광역시 수영구 민락수변로 141 (민락동),B01,54,
S1292,(주)호텔농심,관광호텔업,제한없음,부산광역시 동래구 금강공원로20번길 23 (온천동),B01,240,
S1293,(주)호텔일루아,관광호텔업,제한없음,부산광역시 해운대구 달맞이길 97  (중동),B01,57,
S1294,3.6.9 관광호텔,관광호텔업,제한없음,부산광역시 해운대구 송정광어골로 70  (송정동),B01,48,
S1295,302 place,민박,외국인,부산광역시 수영구 광안동 166-18,B01,1,
S1296,3355호스텔,호스텔업,제한없음,부산광역시 해운대구 달맞이길62번가길 31  2층 (중동),B01,5,
S1297,AJ하우스,민박,외국인,부산광역시 영도구 태종로 40  1001호 (대교동1가  브릿지타워),B01,3,
S1298,ANG,민박,제한없음,부산광역시기장군장안읍해맞이로315-59,B01,1,
S1299,B612 호스텔,호스텔업,제한없음,부산광역시 수영구 광안해변로 179  6층 (광안동),B01,7,
S1300,BEXCO B&B,민박,외국인,부산광역시 연제구 연안로 9  3 4층 (연산동),B01,3,
S1301,BnBBusan,민박,외국인,부산광역시 부산진구 범천로12번길 8  102동 801호 (범천동  서면동일스위트),B01,2,
S1302,Busan Spa Guest House,민박,외국인,부산광역시 금정구 금강로279번길 61  1408호 (장전동  현대2차아파트),B01,2,
S1303,CASA DE NIEVES(니에베스의 집),민박,외국인,부산광역시 수영구 광안동 186-15,B01,1,
S1304,Chez June,민박,외국인,부산광역시 해운대구 좌동순환로 401  202호(중동  해운아파트),B01,2,
S1305,CL HOUSE,민박,외국인,부산광역시 영도구 태종로 40  1002호(대교동1가  브릿지타워),B01,2,
S1306,CLOVER HOUSE,민박,외국인,부산광역시 해운대구 마린시티3로 1. 1039호(우동  썬프라자),B01,2,
S1307,David’s Guest house,민박,외국인,부산광역시 해운대구 윗반송로31번길 87-10  4층 (반송동),B01,2,
S1308,DYD COZY HOUSE,민박,외국인,부산광역시 남구 진남로96번길 51 (대연동),B01,1,
S1309,Enjoy Busan,민박,외국인,부산광역시 동구 망양로 882  5층 (범일동),B01,1,
S1310,Free House,민박,외국인,부산광역시 영도구 장미계단길 228(봉래동5가),B01,2,
S1311,G&G 관광호텔,관광호텔업,제한없음,부산광역시 남구 유엔평화로4번길 34 (대연동),B01,41,
S1312,GREEN HOUSE,민박,외국인,부산광역시 부산진구 마철로 98  102동 2003호 (당감동  벽산블루밍아파트),B01,1,
S1313,Homestay in Haeundae,민박,외국인,부산광역시 해운대구 해운대해변로 117  106동 10층 1002호 (우동 대우마리나1차),B01,1,
S1314,INSIDE BUSAN,민박,외국인,부산광역시 동구 초량중로 13-6 (초량동),B01,5,
S1315,J&J하우스,민박,제한없음,부산광역시기장군기장읍당사로2길19,B01,2,
S1316,J. HOUSE,민박,외국인,부산광역시 연제구 쌍미천로151번길 10-1 (연산동),B01,3,
S1317,j.s게스트하우스,호스텔업,제한없음,부산광역시 해운대구 우동1로20번길 (우동),B01,5,
S1318,JA GUEST HOUSE,민박,외국인,부산광역시 연제구 중앙대로1124번길 15  101동 1607호 (연산동),B01,2,
S1319,JACE,민박,제한없음,부산광역시기장군일광면이천8길132-20,B01,3,
S1320,JB디자인관광호텔,관광호텔업,제한없음,부산광역시 해운대구 해운대로608번길 10 (우동),B01,80,
S1321,Jenny house,민박,외국인,부산광역시 수영구 광안동 774-3,B01,3,
S1322,JG하우스,민박,외국인,부산광역시 영도구 태종로 40  1401호 (대교동1가  브릿지타워),B01,3,
S1323,Kim''''''''''''''''s house Busan 2nd,민박,외국인,부산광역시 남구 유엔평화로13번길 11  3층(대연동),B01,3,
S1324,KNOCK-KNDCK,민박,제한없음,부산광역시기장군일광면이천길25,B01,5,
S1325,KOR-INN(코인),민박,외국인,부산광역시 서구 대영로 39  901호 (동일빌딩  서대신동2가),B01,1,
S1326,La Casa del Sol,민박,외국인,부산광역시 서구 부용로 14-36 (서대신동1가),B01,3,
S1327,LIA HOUSE,민박,외국인,부산광역시 금정구 남산로51번길 4 (남산동),B01,1,
S1328,Live Like korean house,민박,외국인,부산광역시 해운대구 재송1로60번길 29  5층,B01,4,
S1329,M8 HOUSE,민박,외국인,부산광역시 수영구 광안동 186-9,B01,1,
S1330,Mama N Daughter House,민박,외국인,부산광역시 남구 천제등로38번길 8 (대연동),B01,2,
S1331,Ocean Stay(오션스테이),민박,외국인,부산광역시 해운대구 해운대로 428  115동 1101호 (우동 동부올림픽타운),B01,2,
S1332,Ocean&Sky Baba,민박,외국인,부산광역시 중구 망양로329번길 2-1 (대청동4가),B01,1,
S1333,PENTHOUSE,민박,외국인,부산광역시 수영구 광안동 130-43,B01,1,
S1334,Princess 게스트하우스,민박,외국인,부산광역시 연제구 고분로235번길 42 (연산동),B01,3,
S1335,sea lizard,민박,외국인,부산광역시 남구 동명로170번길 29-1 (용호동),B01,1,
S1336,SEASEE게스트하우스,호스텔업,제한없음,부산광역시 수영구 광안해변로 191 (광안동),B01,2,
S1337,Sea-Songdo,민박,외국인,부산광역시 서구 암남공원로 77  401호 (암남동),B01,3,
S1338,SIMO HOUSE  심오한 집(휴업),민박,외국인,부산광역시 영도구 청학서로 11-3 (청학동),B01,3,
S1339,SUITE,민박,외국인,부산광역시 수영구 광안동 130-43,B01,1,
S1340,The Antique,민박,외국인,부산광역시 동래구 아시아드대로184번길 35 (사직동),B01,2,
S1341,The Park Guest House,민박,외국인,부산광역시 수영구 광안동 159-2,B01,3,
S1342,Yun''''''''''''''''s House,민박,외국인,부산광역시 부산진구 신암로185번길 32 (범천동),B01,2,
S1343,가온펜션,민박,제한없음,부산광역시기장군기장읍공수해안길27-1,B01,3,
S1344,가인,민박,제한없음,부산광역시기장군철마면백길길1-9,B01,1,
S1345,게스트하우스 은가비,민박,외국인,부산광역시 수영구 광안동 693-33,B01,2,
S1346,게스트하우스부산깡통야시장,민박,외국인,부산광역시 중구 중구로39번길 24  3층 (부평동1가),B01,2,
S1347,고운학리,민박,제한없음,부산광역시기장군일광면학리길13-6,B01,4,
S1348,골든베이코티지,민박,제한없음,부산광역시기장군기장읍당사로5길7-3,B01,3,
S1349,공공하우스,민박,외국인,부산광역시 중구 대청로135번길 3-1  5층 (동광동4가),B01,1,
S1350,관광호텔42번가,관광호텔업,제한없음,부산광역시 부산진구 부전로 57 (부전동),B01,38,
S1351,광안사계,민박,외국인,부산광역시 수영구 광안동 189-11,B01,2,
S1352,광안하우스(GWANGAN HOUSE),민박,외국인,부산광역시 수영구 민락동 33-9,B01,2,
S1353,광장관광호텔,관광호텔업,제한없음,부산광역시 동구 중앙대로214번길 7 (초량동),B01,56,
S1354,그로버,민박,제한없음,부산광역시기장군기장읍동암3길3,B01,3,
S1355,근향 하우스,민박,외국인,부산광역시 해운대구 해운대로767번길 15  101동 903호(중동  청목마리안아파트),B01,1,
S1356,금샘(Geumsaem),민박,외국인,부산광역시 금정구 금강로379번길 50  106동 702호 (장전동  금정산 쌍용예가아파트),B01,2,
S1357,금수동,민박,제한없음,부산광역시기장군장안읍장안로49-10,B01,4,
S1358,네버엔딩웨이브,민박,외국인,부산광역시 해운대구 송정중앙로6번길 82 (송정동),B01,2,
S1359,네스트 호스텔,호스텔업,제한없음,부산광역시 해운대구 송정광어골로 29(송정동),B01,8,
S1360,네잎 클로버,민박,외국인,부산광역시 남구 분포로 111  117동 1401호 (용호동),B01,2,
S1361,노보텔 앰배서더 부산,관광호텔업,제한없음,부산광역시 해운대구 해운대해변로 292  (중동),B01,329,
S1362,뉴카리브호스텔,호스텔업,제한없음,부산광역시 해운대구 송정광어골로 47(송정동),B01,18,
S1363,뉴콘티넨탈관광호텔,관광호텔업,제한없음,부산광역시 연제구 반송로 40,B01,60,
S1364,늘봄민박,민박,제한없음,부산광역시기장군장안읍용소길103,B01,3,
S1365,다니엘하우스,민박,외국인,부산광역시 부산진구 중앙대로666번길 50  E동 4704호 (부전동  더샵 센트럴스타),B01,3,
S1366,다온 하우스,민박,외국인,부산광역시 부산진구 가야대로691번길 41(당감동),B01,2,
S1367,다이나믹 게스트하우스,민박,외국인,부산광역시 부산진구 신천대로 71  102동 3604호 (범천동  서면유림노르웨이숲),B01,3,
S1368,단디하우스,민박,외국인,부산광역시 중구 대청로135번길 15  6층 (중앙동4가),B01,1,
S1369,단디하우스,민박,외국인,부산광역시 금정구 금정로 116  2층,B01,3,
S1370,단아,민박,제한없음,부산광역시기장군기장읍당사로3길29,B01,1,
S1371,달 게스트하우스(휴업),민박,외국인,부산광역시 영도구 청학동로60번길 15 (청학동),B01,3,
S1372,달빛민박,민박,제한없음,부산광역시기장군장안읍임랑2길29,B01,3,
S1373,더바다,민박,제한없음,부산광역시기장군일광면일역길78-1,B01,4,
S1374,더베이,민박,제한없음,부산광역시기장군기장읍당사로1길23,B01,2,
S1375,더뷰 호스텔,호스텔업,제한없음,부산광역시 수영구 남천바다로33번길 47 (광안동),B01,11,
S1376,더비취,민박,제한없음,부산광역시기장군일광면일광로324,B01,3,
S1377,더클럽관광호텔,관광호텔업,제한없음,부산광역시 부산진구 중앙대로691번길 46 (부전동),B01,58,
S1378,더펜션502,민박,제한없음,부산광역시기장군기장읍당사로2길21,B01,5,
S1379,더하루,민박,제한없음,부산광역시기장군기장읍당사로1길13,B01,1,
S1380,도담,민박,외국인,부산광역시 해운대구 구남로41번길 27-1 (중동),B01,5,
S1381,돈비치 관광호텔,관광호텔업,제한없음,부산광역시 수영구 광남로 96 (광안동),B01,44,
S1382,동방관광호텔,관광호텔업,제한없음,부산광역시 동래구 금강로 110 (온천동),B01,40,
S1383,동부산관광호텔,관광호텔업,제한없음,부산광역시 기장군 장안읍 장안로 38,B01,61,
S1384,드리머,민박,제한없음,부산광역시기장군기장읍연화2길5,B01,1,
S1385,드림하우스,민박,제한없음,부산광역시기장군기장읍두호1길2-1,B01,4,
S1386,들꽃도자민박,민박,제한없음,부산광역시기장군기장읍원죽길50,B01,2,
S1387,라고마르,민박,제한없음,부산광역시기장군일광면학리길13-13,B01,4,
S1388,라메르,민박,제한없음,부산광역시기장군기장읍당사로1길17,B01,4,
S1389,라메르호스텔,호스텔업,제한없음,부산광역시 수영구 광안해변로295번길 4-7  2~4층 (민락동),B01,12,
S1390,라스베가스관광호텔,관광호텔업,제한없음,부산광역시 사하구 낙동남로1405번길 14(하단동),B01,48,
S1391,레드:MUN,민박,외국인,부산광역시 해운대구 송정중앙로 51  3층 (송정동),B01,2,
S1392,레이먼 하우스,민박,외국인,부산광역시 해운대구 마린시티2로 33  103동 40층 4002호 (우동  해운대두산위브더제니스),B01,1,
S1393,렛츠 게스트하우스,민박,외국인,부산광역시 해운대구 좌동순환로 280  103동 16층 1602호 (좌동 한라아파트),B01,1,
S1394,로드엠게스트하우스민박,민박,제한없음,부산광역시기장군기장읍기장해안로615-6,B01,3,
S1395,로스스테이,민박,외국인,부산광역시 부산진구 전포대로171번길 12  B동 201호 (전포동  서면세종그랑시아),B01,2,
S1396,로스트펭귄,민박,외국인,부산광역시 수영구 광안동 144-9,B01,1,
S1397,로얄관광호텔,관광호텔업,제한없음,부산광역시 중구 광복로67번길 8(광복동2가),B01,100,
S1398,롯데민박,민박,외국인,부산광역시 해운대구 해운대로483번길 10  10동 503호 (우동  롯데아파트),B01,2,
S1399,리버사이드,민박,제한없음,부산광역시기장군일광면일광로582-44,B01,5,
S1400,리아하우스,민박,외국인,부산광역시 부산진구 전포대로 179  1002호 (전포동  보해이브빌),B01,2,
S1401,리얼 센텀하우스,민박,외국인,부산광역시 해운대구 센텀중앙로 145  102동 1102호 (재송동  더샵센텀파크1차아파트),B01,1,
S1402,리오관광호텔,관광호텔업,제한없음,부산광역시 남구 수영로 180 (대연동),B01,40,
S1403,마더 리스 모닝캄,민박,외국인,부산광역시 해운대구 해운대로 284  107동 2204호 (우동  센텀센시빌아파트),B01,2,
S1404,마루,민박,제한없음,부산광역시기장군기장읍당사로1길1,B01,4,
S1405,마리나레지던스,민박,외국인,부산광역시 동구 중앙대로 179번길 27-6 1 2 3층 (초량동),B01,7,
S1406,마리나하우스,민박,외국인,부산광역시 해운대구 달맞이길117번가길 31-2  202호 (중동  마리나빌라),B01,3,
S1407,마린 하우스,민박,외국인,부산광역시 해운대구 마린시티3로 1  12층 1221호 (우동  썬프라자),B01,1,
S1408,마망하우스,민박,외국인,부산광역시 해운대구 해운대로 428  119동 4층 403호 (우동  동부올림픽타운),B01,2,
S1409,메디테이션 하우스,민박,외국인,부산광역시 해운대구 양운로 182  104동 703호 (좌동  두산1차아파트),B01,1,
S1410,메리얼 관광호텔,관광호텔업,제한없음,부산광역시 해운대구 해운대해변로 315(중동),B01,55,
S1411,메모리펜션,민박,제한없음,부산광역시기장군일광면문오성길61,B01,1,
S1412,메이플하우스,민박,제한없음,부산광역시기장군기장읍당사로5길3-4,B01,4,
S1413,메종,민박,제한없음,부산광역시기장군기장읍당사로3길31,B01,3,
S1414,명작하우스,민박,외국인,부산광역시 수영구 광안동 144-53,B01,2,
S1415,모닝듀 게스트 하우스,민박,외국인,부산광역시 동구 초량중로21번길 5-2 (초량동),B01,5,
S1416,모닝블루,민박,제한없음,부산광역시기장군기장읍공수해안길25,B01,3,
S1417,모닝캄,호스텔업,제한없음,부산광역시 해운대구 송정광어골로 65(송정동),B01,8,
S1418,모씨 하우스,민박,외국인,부산광역시 해운대구 달맞이길62번길 7  106동 2층 205호 (중동  한신빌리지),B01,1,
