숙소번호,업소명,업종명,서비스대상구분,소재지도로명주소,지역코드,객실수,등급
S0001,327,민박,외국인,서울특별시 마포구 월드컵북로5가길 31  5층 (서교동),A01,1,
S0002,  펙트 호스텔,호스텔업,제한없음,강남구 선릉로90길 62(대치동),A01,8,
S0003, IMT HOTEL ,소형호텔업,제한없음, 오금로11길 29-5 ,A01,20,
S0004,(유)동원아이엔씨 그랜드힐튼호텔,관광호텔업,제한없음,연희로 353(홍은동),A01,503,
S0005,(주)경남관광호텔,관광호텔업,제한없음,장한로 110 (장안동),A01,80,
S0006,(주)노보텔앰배서더독산,관광호텔업,제한없음,시흥대로 378  (독산동),A01,218,
S0007,(주)신세계조선호텔 포포인츠 남산,관광호텔업,제한없음,한강대로 366 (동자동),A01,342,
S0008,(주)크라운호텔,관광호텔업,제한없음,녹사평대로 140 (이태원동),A01,191,
S0009,(주)해밀톤호텔,관광호텔업,제한없음,이태원로 179 (이태원동),A01,166,
S0010,(주)호텔롯데 롯데시티 호텔마포,관광호텔업,제한없음,마포대로 109 (공덕동),A01,284,
S0011,(주)호텔롯데 롯데시티호텔 구로,관광호텔업,제한없음,디지털로 300 (구로동),A01,287,
S0012,(주)호텔캐피탈,관광호텔업,제한없음,장문로 23 (이태원동),A01,286,
S0013,10 Guesthouse,민박,외국인,서울특별시 마포구 새창로 28  2층 (도화동),A01,3,
S0014,1012 하우스 남산,민박,외국인,서울특별시 중구 소공로6가길 22  3층 401호 (회현동2가),A01,4,
S0015,102stay,민박,외국인,서울특별시 송파구 충민로 81-8  102호 (문정동  연지하이츠빌라),A01,1,
S0016,121북촌,민박,외국인,서울특별시 종로구 계동길 121  3 4층 (계동),A01,3,
S0017,19th st.Guest House,민박,외국인,서울특별시 마포구 성미산로 163-3 (연남동),A01,1,
S0018,202 stay,민박,외국인,서울특별시 송파구 백제고분로41길 7-9  202호 (송파동  하이빌),A01,2,
S0019,24 게스트하우스 남산가든 1,민박,외국인,서울특별시 중구 퇴계로20나길 2-23  2층 (남산동2가),A01,5,
S0020,24 게스트하우스 남산가든 2,민박,외국인,서울특별시 중구 퇴계로20나길 2-23  1층 (남산동2가),A01,2,
S0021,24 게스트하우스 잠실점,호스텔업,제한없음,백제고분로 22길5,A01,6,
S0022,24 게스트하우스 종로3가,호스텔업,제한없음, 율곡로10길 105  5 (봉익동),A01,13,
S0023,24guesthouse동대문마켓점,호스텔업,제한없음, 종로46길 22 (창신동),A01,10,
S0024,24게스트하우스  강남센터,민박,외국인,서울특별시 강남구 도산대로15길 21  202호 (신사동),A01,8,
S0025,24게스트하우스 경희대점,민박,외국인,서울특별시 동대문구 회기로29길 18 (휘경동),A01,10,
S0026,24게스트하우스 동대문,호스텔업,제한없음,  을지로 280-2,A01,26,
S0027,24게스트하우스 명동타운점,호스텔업,제한없음,퇴계로 61,A01,11,
S0028,24게스트하우스 서울시청점,호스텔업,제한없음,덕수궁길 7,A01,11,
S0029,24게스트하우스 서울신촌역점,호스텔업,제한없음,명물길 19  8층 9층 10층(창천동),A01,23,
S0030,24게스트하우스 인사동,호스텔업,제한없음, 삼일대로17길 8 (관철동),A01,25,
S0031,2F House,민박,외국인,서울특별시 마포구 와우산로29다길 10-3  202호 (서교동),A01,2,
S0032,2U호스텔,호스텔업,제한없음,청계천로 184,A01,20,
S0033,30 second,민박,외국인,서울특별시 마포구 와우산로29길 56-14  101호 (서교동),A01,2,
S0034,36스카이뷰,민박,외국인,서울특별시 광진구 아차산로 262  C동 3606호 (자양동  더샵스타시티),A01,1,
S0035,77게스트하우스,민박,외국인,서울특별시 중구 다산로39길 77 (신당동),A01,2,
S0036,8 street,민박,외국인,서울특별시 마포구 월드컵로8길 48  2층 (서교동),A01,2,
S0037,88 게스트하우스,민박,외국인,서울특별시 중구 퇴계로16길 14-10 (회현동3가),A01,7,
S0038,88 게스트하우스(Eighty Eight Guest House),민박,외국인,서울특별시 종로구 삼청로 75-9 (팔판동),A01,5,
S0039,927 펜트하우스 인 강남,민박,외국인,서울특별시 서초구 주흥3길 16  701호 (반포동),A01,5,
S0040,96번지,호스텔업,제한없음,퇴계로 343-1,A01,15,
S0041,99 게스트하우스 연남,민박,외국인,서울특별시 마포구 동교로41길 4  4층 (연남동),A01,1,
S0042,99게스트하우스,민박,외국인,서울특별시 마포구 서강로9길 44  2층 (창전동),A01,5,
S0043,Again Guesthouse,민박,외국인,서울특별시 마포구 와우산로29라길 7-1  203호 (서교동),A01,1,
S0044,Aiden House,민박,외국인,서울특별시 마포구 와우산로29길 14-29  2층 (서교동),A01,1,
S0045,AK 게스트하우스,민박,외국인,서울특별시 강남구 논현로65길 43  102호 (역삼동  보람아트빌),A01,6,
S0046,Alicia''s house,민박,외국인,서울특별시 마포구 동교로27길 44-7  201호 (연남동),A01,1,
S0047,Alveolus(앨비어러스),호스텔업,제한없음, 희우정로16길 31 (망원동),A01,1,
S0048,ANNA HOUSE,민박,외국인,서울특별시 중구 퇴계로20길 41-14  지하1층 (남산동2가),A01,2,
S0049,AP Seoul,민박,외국인,서울특별시 마포구 동교로25길 54-8  301호 (연남동),A01,4,
S0050,ARNAUD HOUSE,민박,외국인,서울특별시 마포구 동교로46길 42-3  2층 (연남동),A01,1,
S0051,AT 30,민박,외국인,서울특별시 마포구 양화로19길 22-13  2 3층 (동교동),A01,5,
S0052,AVO,민박,외국인,서울특별시 마포구 와우산로15길 14  2 3층 (서교동  해임하우스),A01,7,
S0053,B house,민박,외국인,서울특별시 마포구 성미산로28길 31  지층일부~1층 (연남동),A01,5,
S0054,B my guesthouse,민박,외국인,서울특별시 중구 소공로6가길 2 (회현동2가),A01,9,
S0055,B&B 2ND FLOOR(비앤비세컨플로),민박,외국인,서울특별시 성동구 매봉길 15  114동 2층 203호 (옥수동  래미안옥수리버젠아파트),A01,2,
S0056,B&R HOUSE,민박,외국인,서울특별시 마포구 신촌로2안길 12  301호 (동교동),A01,2,
S0057,Bada House,민박,외국인,서울특별시 마포구 동교로30길 22  101호 (동교동  삼성하이빌),A01,2,
S0058,Be:um(비움),민박,외국인,서울특별시 마포구 양화로18안길 34-3 (동교동),A01,1,
S0059,Bello house,민박,외국인,서울특별시 마포구 와우산로33길 31  B02호 (서교동),A01,1,
S0060,BENIKEA Hotel FLOWER,관광호텔업,제한없음,왕산로 269 (청량리동),A01,46,
S0061,BINNYPOOH HOUSE(비니푸하우스),민박,외국인,서울특별시 양천구 목동동로12길 60  104동 401호 (신정동  목동현대아파트),A01,3,
S0062,Blossom House,민박,외국인,서울특별시 마포구 월드컵북로4길 50  4동 220호 (동교동  기린동산빌라),A01,1,
S0063,BORJOMI  BOUTIQUE  SEOUL,관광호텔업,제한없음,천호대로83길 98 (장안동),A01,36,
S0064,Br. house,민박,외국인,서울특별시 마포구 와우산로29다길 7  2~3층 (서교동),A01,5,
S0065,Brand new Hongdae House,민박,외국인,서울특별시 마포구 와우산로29길 56-11  2층 202호 (서교동),A01,2,
S0066,Brick studio,민박,외국인,서울특별시 양천구 목동중앙본로32길 36 (목동),A01,1,
S0067,brother house,민박,외국인,서울특별시 마포구 연희로1길 55-6  102호 (연남동),A01,1,
S0068,Chaeny''s home,민박,외국인,서울특별시 마포구 동교로27길 21-6  1층 1호 (동교동),A01,1,
S0069,Chateau 관광호텔,관광호텔업,제한없음,선유로 100(양평동1가),A01,34,
S0070,Cheshire,민박,외국인,서울특별시 마포구 성미산로16길 13  1층 (연남동),A01,2,
S0071,Chuck haus,민박,외국인,서울특별시 마포구 와우산로29가길 25  201호 (서교동),A01,2,
S0072,Chuls'' lodge,민박,외국인,서울특별시 마포구 와우산로29길 48-10  3층 (서교동),A01,2,
S0073,Cineraria House,민박,외국인,서울특별시 마포구 독막로6길 34  2층 (합정동),A01,1,
S0074,Citadines Han River Seoul,가족호텔업,제한없음,양평로28길 11 (양평동6가),A01,149,
S0075,CMS-INN. SEOUL,호스텔업,제한없음,(휘경동),A01,24,
S0076,Cocoon stay 홍대입구역점,민박,외국인,서울특별시 마포구 양화로18안길 34 (동교동),A01,9,
S0077,Comestay,민박,외국인,서울특별시 송파구 풍성로10길 4  301호 (풍납동),A01,3,
S0078,COREA,민박,외국인,서울특별시 서초구 효령로46길 45 (서초동  더샵오데움),A01,1,
S0079,CORNER HOTEL,관광호텔업,제한없음,송파대로 385,A01,39,
S0080,Cozy Lodge,민박,외국인,서울특별시 관악구 성현로 80  107동 701호 (봉천동  관악드림타운아파트),A01,3,
S0081,Cozzzy Guest House,민박,외국인,서울특별시 마포구 동교로23길 63  2~3층 (연남동),A01,5,
S0082,Crib49게스트하우스,민박,외국인,서울특별시 중구 퇴계로20나길 49 (남산동2가),A01,7,
S0083,D.D House,민박,외국인,서울특별시 마포구 포은로2길 4  용꿈빌라 3층 2호 (합정동),A01,2,
S0084,D.H 네상스,관광호텔업,제한없음,동소문로20나길 39 (동선동1가),A01,30,
S0085,DA953,민박,외국인,서울특별시 중구 을지로 157  953호 (산림동  대림상가),A01,1,
S0086,Dada stay,민박,외국인,서울특별시 마포구 동교로39길 9  3~4층 (연남동),A01,6,
S0087,Dae-Yoon''s guest house,민박,외국인,서울특별시 관악구 봉천로 395-1  2층 (봉천동),A01,2,
S0088,DAMY HOUSE,민박,외국인,서울특별시 마포구 와우산로37길 12  1층 2호 (동교동),A01,1,
S0089,Dangsan forest stay,민박,외국인,서울특별시 영등포구 당산로42길 16  507동 1602호 (당산동4가  당산현대5차아파트),A01,1,
S0090,Da-rak Stay,민박,외국인,서울특별시 마포구 신촌로4길 5-21  401호 (동교동),A01,1,
S0091,Darak Stay2,민박,외국인,서울특별시 마포구 와우산로37길 4  2층 (동교동),A01,2,
S0092,DAYE HOUSE,민박,외국인,서울특별시 종로구 세검정로 227-5 (홍지동),A01,3,
S0093,DDM BNB,민박,외국인,서울특별시 동대문구 황물로3가길 8 (답십리동),A01,3,
S0094,Dear Yellow,민박,외국인,서울특별시 마포구 동교로 220-5  201호 (동교동),A01,1,
S0095,DH 명동게스트하우스,민박,외국인,서울특별시 중구 퇴계로26길 9 (남학동),A01,1,
S0096,Dobong House,펜션,외국인,서울특별시 도봉구 해등로 231  8-1208 (쌍문동  한양아파트),A01,1,
S0097,Dom''s 게스트하우스,민박,외국인,서울특별시 마포구 와우산로37길 38  202호 (동교동  동진빌라),A01,2,
S0098,Dream Comfort,민박,외국인,서울특별시 마포구 동교로27길 3-16 (동교동),A01,6,
S0099,Dream House,민박,외국인,서울특별시 마포구 잔다리로 78  4층 (서교동),A01,6,
S0100,D''s House,민박,외국인,서울특별시 마포구 동교로12길 41-18 (서교동),A01,1,
S0101,Dustin Guest House,민박,외국인,서울특별시 마포구 어울마당로 122-1 (서교동),A01,5,
S0102,DW Design Residence 2,민박,외국인,서울특별시 마포구 동교로25길 35  지층 (동교동),A01,7,
S0103,DW Design Residence 3,민박,외국인,서울특별시 마포구 동교로25길 35  1 2층 (동교동),A01,5,
S0104,DW STAY2,민박,외국인,서울특별시 마포구 연남로1길 8-12  2층 (연남동),A01,1,
S0105,DW STAY3,민박,외국인,서울특별시 마포구 연남로1길 8-12  3층 (연남동),A01,1,
S0106,Elaine''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''s house (일레인의 집),민박,외국인,서울특별시 강동구 천호대로 1095  806호 (천호동  현대코아아파트),A01,1,
S0107,Ellie House,민박,외국인,서울특별시 마포구 동교로38길 27-8  3층 (연남동),A01,1,
S0108,Elly''s Guest House,민박,외국인,서울특별시 마포구 성미산로26길 8  201호 (연남동  올인빌라),A01,3,
S0109,Fortune HOSTEL,호스텔업,제한없음, 삼일대로32가길 38 (익선동),A01,18,
S0110,Funfun stay,민박,외국인,서울특별시 마포구 와우산로29길 59  4층 (서교동),A01,4,
S0111,G.O.D 게스트하우스,민박,외국인,서울특별시 마포구 성미산로1길 14 (성산동),A01,8,
S0112,Gateway Korea Guesthouse,민박,외국인,서울특별시 마포구 독막로3길 50  2층 (서교동),A01,3,
S0113,GH 게스트하우스,민박,외국인,서울특별시 강남구 봉은사로63길 29  202호 (삼성동),A01,3,
S0114,Goldlady''''''''s House,민박,외국인,서울특별시 송파구 올림픽로 99  128동 1503호 (잠실동  잠실엘스),A01,2,
S0115,Grace House,민박,외국인,서울특별시 마포구 홍익로2길 27-8  2층 (서교동),A01,2,
S0116,Groove City guest house,민박,외국인,서울특별시 송파구 풍성로25나길 16-1  101동 301호 (풍납동  금강캐스빌아파트),A01,2,
S0117,Gu&Anne,민박,외국인,서울특별시 마포구 와우산로29가길 75  201호 (서교동),A01,2,
S0118,Guesthouse KW hongdae,민박,외국인,서울특별시 마포구 동교로38길 36  403호 (연남동  M studio),A01,1,
S0119,guesthouse pajamaparty,민박,외국인,서울특별시 마포구 성미산로 157-6 (연남동),A01,8,
S0120,GUESTHOUSE WOODY,민박,외국인,서울특별시 마포구 월드컵북로8길 41  2 3층 (연남동),A01,2,
S0121,guesthouse345,민박,외국인,서울특별시 마포구 와우산로 8-7 (상수동),A01,2,
S0122,H Place,민박,외국인,서울특별시 중구 퇴계로 337-3 (광희동2가),A01,1,
S0123,HANBOK BIM,민박,외국인,서울특별시 동대문구 왕산로43길 44 (청량리동),A01,2,
S0124,Han''''''''s House,민박,외국인,서울특별시 동대문구 한천로11길 45  4층 (답십리동),A01,2,
S0125,Hao 2 Guesthouse,민박,외국인,서울특별시 마포구 와우산로29마길 7-6  지층 (서교동),A01,4,
S0126,Hao Guesthouse,민박,외국인,서울특별시 마포구 와우산로29마길 7-6 (서교동),A01,6,
S0127,Happy Day Familly,민박,외국인,서울특별시 광진구 뚝섬로34길 25-19  1004동 402호 (자양동  현대홈타운10차아파트),A01,3,
S0128,Happy tree guesthouse,민박,외국인,서울특별시 마포구 와우산로29다길 15  201호 (서교동  명신주택),A01,3,
S0129,Heidi house,민박,외국인,서울특별시 송파구 석촌호수로20길 5 (석촌동  레이크빌),A01,1,
S0130,Hello world guest house2,민박,외국인,서울특별시 마포구 동교로39길 4-8  202호 (연남동),A01,1,
S0131,Here House,민박,외국인,서울특별시 마포구 양화로21길 17  3층 (동교동),A01,2,
S0132,Homini,민박,외국인,서울특별시 마포구 와우산로33길 4  2층 (서교동),A01,3,
S0133,honey bee,민박,외국인,서울특별시 마포구 손기정로3길 6-6  1층 1호 (아현동),A01,2,
S0134,Hong Star,민박,외국인,서울특별시 마포구 월드컵로5길 33-17  지층 (합정동),A01,2,
S0135,hongdae BIG,민박,외국인,서울특별시 마포구 와우산로25길 22  1-B호 (서교동  협화빌라),A01,2,
S0136,HOTEL 2.4,관광호텔업,제한없음,오금로11길 55-16,A01,51,
S0137,HOTEL BLACK STONE,관광호텔업,제한없음,장한로24길 8 (장안동),A01,53,
S0138,HOTEL THE DESIGNERS CHEONGNYANGNI,관광호텔업,제한없음,왕산로 226 (전농동),A01,80,
S0139,HOUSE LOU,민박,외국인,서울특별시 종로구 자하문로 115-18  301호 (청운동  공동주택 (채옥희)),A01,1,
S0140,House of Amusement,민박,외국인,서울특별시 마포구 희우정로 27-1  지하층 102호 (합정동),A01,1,
S0141,HS HOUSE,민박,외국인,서울특별시 종로구 경희궁1길 32  303호 (신문로2가  신문로하우스),A01,1,
S0142,i House,민박,외국인,서울특별시 마포구 성미산로32길 14  3층 (연남동),A01,3,
S0143,I.T.W호텔,관광호텔업,제한없음,우사단로14길 11 (이태원동),A01,71,
S0144,ICON,호스텔업,제한없음, 삼일대로32길 20 (익선동),A01,28,
S0145,ICOS,민박,외국인,서울특별시 마포구 고산3길 15 (노고산동),A01,4,
S0146,Issue Seoul,민박,외국인,서울특별시 마포구 동교로 110  1~2층 (서교동),A01,6,
S0147,IU게스트하우스,민박,외국인,서울특별시 중구 소공로6나길 15 (회현동2가),A01,8,
S0148,J house,민박,외국인,서울특별시 마포구 신촌로2안길 31-5  102호 (동교동),A01,1,
S0149,Jack''s House,민박,외국인,서울특별시 마포구 새창로6길 10  301호 (도화동  주하빌라),A01,1,
S0150,James house,민박,외국인,서울특별시 마포구 와우산로33길 37  2층 (서교동),A01,1,
S0151,Jamsil Stay,민박,외국인,서울특별시 송파구 송파대로 567  505동 1103호(잠실동  잠실주공아파트),A01,2,
S0152,Jamsil Story,민박,외국인,서울특별시 송파구 올림픽로 135  245동 4층 403호 (잠실동  리센츠),A01,1,
S0153,Jamsil''''''''s comfort zone,민박,외국인,서울특별시 송파구 올림픽로 399  5동 10층 1002호 (신천동  진주아파트),A01,1,
S0154,Janet''s House,민박,외국인,서울특별시 마포구 월드컵북로42나길 12  2층 (상암동),A01,2,
S0155,Jangan hills Home stay,민박,외국인,서울특별시 동대문구 장안벚꽃로1길 7  1009동 601호 (장안동  장안힐스테이트아파트),A01,2,
S0156,JARDIN HOTEL,관광호텔업,제한없음,영신로34길 33(영등포동4가),A01,36,
S0157,Jay''s House,민박,외국인,서울특별시 마포구 홍익로5안길 52  201호 (서교동),A01,2,
S0158,Jenny House,민박,외국인,서울특별시 마포구 월드컵북로6길 52-9  202호 (동교동),A01,1,
S0159,Jina''s House,민박,외국인,서울특별시 관악구 관천로27길 1  2층 201호 (신림동),A01,1,
S0160,Jin''s cozy house,민박,외국인,서울특별시 중구 만리재로33길 11-1 (만리동1가  구립만리어린이집),A01,2,
S0161,JJ HOTEL,관광호텔업,제한없음,자동차시장1길 29(용답동),A01,30,
S0162,JJ게스트하우스,민박,외국인,서울특별시 마포구 연희로1길 40-4 (동교동),A01,9,
S0163,Joy house,민박,외국인,서울특별시 마포구 양화로23길 30-1  101호 (동교동),A01,2,
S0164,Joy house,민박,외국인,서울특별시 마포구 어울마당로 136-4  101호 (서교동),A01,2,
S0165,JUHEE,민박,외국인,서울특별시 마포구 와우산로29길 26-33  101호 (서교동),A01,1,
S0166,JW메리어트 동대문 스퀘어 서울,관광호텔업,제한없음, 청계천로 279 (종로6가),A01,170,
S0167,JW메리어트호텔서울,관광호텔업,제한없음, 신반포로176(반포동),A01,497,
S0168,K City Hotel,관광호텔업,제한없음,왕산로 192-2 (전농동),A01,60,
S0169,K2호텔,관광호텔업,제한없음,신림로64길 29 (신림동),A01,45,
S0170,Kassy''s House,민박,외국인,서울특별시 마포구 동교로 272-8  J house 401호 (연남동),A01,1,
S0171,Kate''s 게스트하우스,민박,외국인,서울특별시 마포구 홍익로5안길 50  201호 (서교동),A01,2,
S0172,Kay''s house,민박,외국인,서울특별시 관악구 관악로11길 57  201호 (봉천동  동명빌라),A01,2,
S0173,kelly homestay,민박,외국인,서울특별시 영등포구 영중로 145  103동 402호 (영등포동8가  삼환아파트),A01,1,
S0174,Kim''s Family1,민박,외국인,서울특별시 마포구 동교로 153-6  1층 (서교동),A01,2,
S0175,Kim''s Family2,민박,외국인,서울특별시 마포구 동교로 153-6  지하1층 (서교동),A01,2,
S0176,KORY GUESTHOUSE,민박,외국인,서울특별시 동대문구 답십리로23나길 18  3층 (전농동),A01,2,
S0177,Ko-Stay,민박,외국인,서울특별시 동대문구 한천로 248  103동 2305호 (휘경동  주공아파트),A01,1,
S0178,KPOPSTAY,민박,외국인,서울특별시 마포구 와우산로26길 11  1층 (창전동),A01,4,
S0179,KPOPSTAY II,민박,외국인,서울특별시 마포구 와우산로26길 11  2층 (창전동),A01,3,
S0180,KS guest house,민박,외국인,서울특별시 마포구 독막로 26-5  가동 지층 101호 (합정동  현대빌라),A01,1,
S0181,Kw 홍대 Line,민박,외국인,서울특별시 마포구 동교로 242-11  201호 (연남동),A01,1,
S0182,KW신사,민박,외국인,서울특별시 서초구 강남대로93길 31-5 (잠원동),A01,1,
S0183,K-그랜드 호스텔 강남 1,호스텔업,제한없음,강남구 강남대로112길 11(논현동),A01,22,
S0184,K하우스,민박,외국인,서울특별시 서초구 매헌로14길 25  준영빌라 1층 201호 (양재동),A01,1,
S0185,L House,민박,외국인,서울특별시 강서구 양천로14길 36 (방화동),A01,2,
S0186,LikeU,민박,외국인,서울특별시 마포구 와우산로35길 53  5층 (서교동),A01,3,
S0187,Lily,민박,외국인,서울특별시 마포구 신촌로2안길 10  3층 401호 (동교동),A01,1,
S0188,lime guest house,민박,외국인,서울특별시 은평구 통일로72길 30 (불광동  수애홈),A01,10,
S0189,Local Stitch,민박,외국인,서울특별시 마포구 잔다리로 70  3층 (서교동),A01,3,
S0190,Lodge 82,민박,외국인,서울특별시 영등포구 영등포로79길 7-4 (신길동),A01,3,
S0191,LOFT 43 AMAZING HOUSE,민박,외국인,서울특별시 마포구 새터산14길 43  301호 (성산동),A01,1,
S0192,Lovesome House,민박,외국인,서울특별시 마포구 와우산로29길 17  202호 (서교동),A01,1,
S0193,Lumi-Art(루미-아트),민박,외국인,서울특별시 강동구 천중로39길 69  101동 1305호 (천호동  천호1차우림루미아트),A01,1,
S0194,LUNA CASA,민박,외국인,서울특별시 마포구 동교로 257  3층 (연남동),A01,1,
S0195,Luxury House Jamsil,민박,외국인,서울특별시 송파구 오금로 126  901호 (송파동  레이크 해모로),A01,2,
S0196,MA HOME GUESTHOUSE,민박,외국인,서울특별시 마포구 독막로3길 28-10  401호 (서교동  동궁빌리지),A01,2,
S0197,MAD PACKER''s,민박,외국인,서울특별시 마포구 새창로4가길 4  102호 (도화동),A01,1,
S0198,Meet seoul,민박,외국인,서울특별시 마포구 창전로 45  103동 702호 (창전동  서강한화오벨리스크),A01,1,
S0199,Mei House,민박,외국인,서울특별시 마포구 동교로17안길 39  201호 (서교동  청기와빌라),A01,2,
S0200,MINJI HOUSE,민박,외국인,서울특별시 마포구 월드컵로7안길 16  2층 (합정동),A01,2,
S0201,Min''s House,민박,외국인,서울특별시 마포구 방울내로11길 173  B동 305호 (망원동  문화빌라),A01,2,
S0202,MINT HOUSE(박하집),민박,외국인,서울특별시 마포구 성미산로23길 54  3동 403호 (연남동  연남아파트),A01,1,
S0203,Miss Egg House,민박,외국인,서울특별시 마포구 대흥로 116-2 (대흥동),A01,2,
S0204,Modern Place,민박,외국인,서울특별시 마포구 와우산로3안길 49 (당인동),A01,3,
S0205,Monday Travel,민박,외국인,서울특별시 마포구 성지5길 5-11  B동 302호 (합정동  대명시티파크),A01,1,
S0206,Monohome,민박,외국인,서울특별시 마포구 신촌로6길 17-8  102호 (동교동),A01,1,
S0207,MOST STAY,민박,외국인,서울특별시 마포구 동교로17안길 38-5  1~2층 (서교동),A01,7,
S0208,Mr. Brown,민박,외국인,서울특별시 마포구 성미산로29길 10  지하층 (연남동),A01,3,
S0209,MTT 게스트하우스,민박,외국인,서울특별시 강남구 봉은사로74길 18-1 (삼성동),A01,2,
S0210,MU House,민박,외국인,서울특별시 마포구 동교로38안길 16  3층 (연남동),A01,1,
S0211,M블리 게스트하우스,민박,외국인,서울특별시 마포구 성미산로 86  3 4 5층 (성산동),A01,5,
S0212,NEO SEOUL,호스텔업,제한없음,동교로 142-13 (서교동),A01,27,
S0213,NG HOUSE,민박,외국인,서울특별시 마포구 신촌로2안길 40  3층 (동교동),A01,6,
S0214,Nice Neighbor Guesthouse,민박,외국인,서울특별시 강서구 등촌로39나길 5  501호 (등촌동  동원베르사체),A01,1,
S0215,O.K. House,민박,외국인,서울특별시 양천구 목동로 186  721동 802호 (목동  목동신시가지아파트7단지),A01,2,
S0216,OH House,민박,외국인,서울특별시 마포구 월드컵북로6길 87  302호 (연남동),A01,2,
S0217,Park Mama House,민박,외국인,서울특별시 마포구 와우산로29길 33  3층 (서교동),A01,2,
S0218,PHOTO HOUSE,민박,외국인,서울특별시 마포구 동교로41길 32  3층 (연남동  비브릭),A01,1,
S0219,PINE TREE 홈스테이,민박,외국인,서울특별시 서초구 신반포로 270 (반포동  반포자이아파트),A01,1,
S0220,Plantenor house,민박,외국인,서울특별시 마포구 연희로1길 55-4  지1층 (연남동),A01,1,
S0221,Q 하우스,민박,외국인,서울특별시 마포구 신촌로2안길 47  303호 (동교동),A01,2,
S0222,Quest House,민박,외국인,서울특별시 마포구 성미산로16길 13  지층 (연남동),A01,1,
S0223,R 호텔,관광호텔업,제한없음, 경인로108길14(영등포동1가),A01,92,
S0224,Rio127,민박,외국인,서울특별시 마포구 양화로19길 22-12  101호 (동교동),A01,2,
S0225,River Side,민박,외국인,서울특별시 광진구 뚝섬로 702-4 (자양동),A01,2,
S0226,RO inhome,민박,외국인,서울특별시 마포구 동교로 105 (서교동),A01,8,
S0227,Romantic Holiday,민박,외국인,서울특별시 마포구 잔다리로6길 20-6  301호 (서교동),A01,2,
S0228,Roof 23,민박,외국인,서울특별시 마포구 동교로38안길 18  3층 (연남동),A01,1,
S0229,SARA HOME,민박,외국인,서울특별시 마포구 연남로3길 43-7  102호 (연남동  그랜드빌라),A01,1,
S0230,Sarah''s home,민박,외국인,서울특별시 마포구 포은로2나길 32  201호 (합정동),A01,1,
S0231,SB하우스,민박,외국인,서울특별시 광진구 광나루로30가길 7-8 (구의동),A01,1,
S0232,Seoul Sweet STyle,민박,외국인,서울특별시 마포구 월드컵북로6길 15  1층 (연남동),A01,4,
S0233,Seoulwise Guesthouse,민박,외국인,서울특별시 마포구 월드컵북로6길 82-7 (동교동),A01,8,
S0234,Serene,민박,외국인,서울특별시 종로구 율곡로6길 26-14 (운니동),A01,1,
S0235,Seven Stay,민박,외국인,서울특별시 동대문구 사가정로 65  103동 1005호 (전농동  래미안크레시티),A01,2,
S0236,Sister House,민박,외국인,서울특별시 영등포구 63로 45  13동 103호 (여의도동  여의도시범아파트),A01,2,
S0237,Six morning guesthouse,민박,외국인,서울특별시 마포구 월드컵북로4길 76  5층 (동교동),A01,2,
S0238,SJ HOUSE,민박,외국인,서울특별시 마포구 동교로 209-1  2층 (동교동),A01,2,
S0239,SK 네트웍스 (주) 워커힐,관광호텔업,제한없음,워커힐로 177 (광장동),A01,930,
S0240,Slow beat,민박,외국인,서울특별시 마포구 와우산로23길 20-14  지층01호 (서교동),A01,3,
S0241,Sogni d''oro,민박,외국인,서울특별시 마포구 양화로6길 14  지하층 (합정동),A01,4,
S0242,Space Hue,민박,외국인,서울특별시 송파구 오금로31가길 1 (방이동  런던빌),A01,3,
S0243,SPACE TORRA,민박,외국인,서울특별시 마포구 연남로1길 6 (연남동),A01,6,
S0244,Stay C 게스트하우스,민박,외국인,서울특별시 마포구 와우산로25길 22  201호 (서교동  협화빌라),A01,2,
S0245,Stay Seoul,민박,외국인,서울특별시 송파구 송파대로32길 15  108동 2층 702호 (가락동  가락금호아파트),A01,1,
S0246,Studio GREEN,민박,외국인,서울특별시 송파구 오금로16길 4-9  B동 1층 101호 (송파동  호수하이츠),A01,1,
S0247,Suho''s stay,민박,외국인,서울특별시 서초구 서초대로15길 16  401호 (방배동  해오름빌),A01,1,
S0248,Super 7,민박,외국인,서울특별시 마포구 동교로23길 61  5층 (연남동),A01,2,
S0249,Sweet home,민박,외국인,서울특별시 마포구 동교로38길 36  403호 (연남동  M studio),A01,1,
S0250,Sweet Home Seoul,민박,외국인,서울특별시 영등포구 영중로 145  102동 1601호 (영등포동8가  영등포삼환아파트),A01,1,
S0251,Sweet House,민박,외국인,서울특별시 마포구 연남로3길 28-14  101호 (연남동  수환하이츠빌라),A01,2,
S0252,T HOUSE,민박,외국인,서울특별시 마포구 동교로27길 93-8 (연남동),A01,3,
S0253,TETTO,민박,외국인,서울특별시 마포구 동교로38길 33-15  3층 (연남동),A01,2,
S0254,The house Maxminium,민박,외국인,서울특별시 마포구 창전로2길 39-1  맥스미니움 2 3층 (신수동),A01,1,
S0255,The Myeongdong Residence,민박,외국인,서울특별시 중구 퇴계로16길 32  1층 (회현동3가),A01,8,
S0256,The ONE,민박,외국인,서울특별시 마포구 독막로9길 43  4 5층 (서교동),A01,5,
S0257,The Stay,민박,외국인,서울특별시 마포구 와우산로29길 56-11 (서교동),A01,2,
